ID,jobTitle,companyName,jobLocation,jobSummary
593,Talent Acquisition Specialist,Arbor Biotechnologies,"Cambridge, MA 02139 (Area IV area)","Arbor Biotechnologies is a venture-backed startup based in Cambridge, MA, composed of a small team of scientists and engineers pushing the boundaries of..."
594,Data Scientist - Cancer Dependency Map,Broad Institute,"Cambridge, MA 02142 (East Cambridge area)",Explore novel data representation modes with emphasis on integrating diverse data types. Analyze data from experiments....
595,Associate Computational Biologist - Cancer Data Science,Broad Institute,"Cambridge, MA 02142 (East Cambridge area)",Analyze data from experiments. Explore novel machine learning approaches for integrating diverse clinical and preclinical data....
596,"Machine Learning Scientist, Analytics Center of Excellence",IQVIA,"Cambridge, MA","Designing new algorithms to find predictive patterns that combine heterogeneous data assets, including electronic medical records, healthcare claims, clinical..."
597,"Research Scientist, Cellular Neurophysiology",Novartis,"Cambridge, MA 02139 (Area IV area)","Recognize and troubleshoot data anomalies to maintain high data quality (after appropriate training, if required)...."
598,Bioinformatics - Proteomic Data Analyst,Bristol-Myers Squibb,"Cambridge, MA 02139 (Area IV area)",Proteomic Data Analyst. Experience analyzing data and interpreting results from LC/MS proteomic profiling experiments....
599,Sr Research Associate/ Research Analyst,LNS Research,"Cambridge, MA 02142 (East Cambridge area)",Data and trend analysis. LNS Research’s mission is evangelizing and driving Industrial Transformation across the industrial sector....
600,"Associate Scientist, Cellular Analytics",bluebird bio,"Cambridge, MA","Experience with flow cytometry and/or mass cytometry staining and data analysis, incl. Working knowledge of various computer software, hardware, and standard..."
601,"Scientific Associate, Neuroscience, Neurodegeneration",Novartis,"Cambridge, MA 02139 (Area IV area)","Where you’re given opportunities to explore the power of digital and data. The scientist will have a hands-on role and will conceive, conduct, and analyze..."
602,Machine Learning Engineer for Aerospace Applications,MORSE Corp,"Cambridge, MA",MORSE’s machine learning focuses both on computer vision-based problems (with deep learning solutions) and data analysis of sparse data sets....
603,"Sr. Scientist, Translational Modeling and Simulation",Pfizer,"Cambridge, MA","Keen to interact as a modeling and simulation expert with matrix project teams working closely with PDM, Biology and Clinical scientists...."
604,"Scientist, Pre-Clinical Sciences",Jounce Therapeutics,"Cambridge, MA 02138 (West Cambridge area)","Proficient at independently designing and executing experiments, analyzing data, and reporting conclusions to team members...."
605,Computational Chemistry – Sr. Scientist II/Sr. Scientist I,HotSpot Therapeutics,"Cambridge, MA 02139 (Area IV area)","Accessing and manipulating sequence, crystallographic data, and homology modeling. Within every human cell, nature has engineered finely-tuned control..."
606,Healthcare Operations Data Scientist,Philips,"Cambridge, MA","Healthcare Operations Data Scientist. You will work with a growing team of data scientists developing new concepts, propositions, technologies and demonstrators..."
607,"Statistical Genetics, Data Scientist",Camp4 Therapeutics Corporation,"Cambridge, MA","CAMP4 is seeking a Data Scientist specializing in Statistical Genetics. Collaborate and work independently, with a team of computational biologists and data..."
608,"Research Scientist, Cellular Neurophysiology",Novartis,"Cambridge, MA 02139 (Area IV area)","Recognize and troubleshoot data anomalies to maintain high data quality (after appropriate training, if required)...."
609,Scientist – Biomarker Development,Novartis,"Cambridge, MA 02139 (Area IV area)","Where you are given opportunities to explore the power of digital and data. You will be developing and validating innovative biomarker solutions, implementing..."
610,Talent Acquisition Specialist,Arbor Biotechnologies,"Cambridge, MA 02139 (Area IV area)","Arbor Biotechnologies is a venture-backed startup based in Cambridge, MA, composed of a small team of scientists and engineers pushing the boundaries of..."
611,Senior Systems Engineer/Data Scientist,Cenergy International Services,"Cambridge, MA","Data science toolkits, such as R, NumPy, MatLab, Tensorflow, etc. _*In addition, the candidate must demonstrate deep knowledge in Data Science/Data Analysis...."
612,Data Scientist,Cengage,"Boston, MA","Machine-learning, data mining/predictive analytics, A|B and multi-variate testing, Natural language processing/text mining...."
613,100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics,CyberCoders,"Boston, MA 02108 (Back Bay-Beacon Hill area)",5+ years in Data Analytics / Data Science position in Healthcare settings. 100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics....
614,Bioinformatician,"DermBiont, Inc","Boston, MA 02111 (Central area)","Support clinical trial planning and execution on data entry, data structure, and data management. Strong skills in data visualization...."
615,Senior Scientist - Data Reviewer - Empower - GMP,PPD,"Boston, MA","Grow your career within the scientific ladder, pursue project management, or develop into a leader. Data entry and various administrative functions for..."
616,Sensor and Measurement Scientist,Nortek,"Boston, MA","You will work in an office of energetic, technically proficient engineers and scientists, passionately helping each other excel every day...."
617,Computer Scientist,Federal Bureau of Investigation,"Boston, MA",*_Must use the Mozilla Firefox web browser when applying to FBIJobs.gov job openings and Talent Networks.....
618,"Scientist, Advanced Cellular Models","Akouos, Inc","Boston, MA 02111 (Central area)",PhD in a related field with 3-5+ years of relevant experience or MS in a related field and 10-12+ years of relevant biotech experience....
619,Data Scientist,Pixability,"Boston, MA 02114 (Back Bay-Beacon Hill area)",Differentiate Pixability by applying innovative machine learning and insights to help our customers maximize their Return on Ad Spend (ROAS)....
620,Data Scientist (Labs),KAYAK,"Boston, MA","Awesome health, dental and vision insurance plans. Good candidates will be well versed in machine learning advancements and be comfortable with quickly testing..."
621,"Data Scientist, Customer Success",LogMeIn,"Boston, MA 02210 (South Boston area)","Writing complex queries, transforming data, and mining structured and unstructured data. Experience with Tableau (or other data visualization tools) preferred...."
622,Data Scientist/Developer I,Massachusetts General Hospital(MGH),"Boston, MA","Our recent projects have included designing nonlinear/AI models for predicting and optimizing clinical workflow, developing indoor tracking solutions for..."
623,Quantitative Data Scientist,Zaius,"Boston, MA","We empower marketers with ownership of customer data and analytics, freeing them from dependence on IT. Evaluate predictive models and analytics for their..."
624,Customer Facing Data Scientist - Telecom,DataRobot,"Boston, MA 02109 (Central area)",Customer Facing Data Scientists (CFDSs) are critical to making our customers successful. An ideal CFDS candidate should have strong fundamentals of applied data...
625,Data Scientist,Invitae,"Boston, MA","As a Data Scientist (Experience) at Invitae, you'll turn data into insights and get a deep understanding of customers and patients to impact our strategy and..."
626,Data Scientist,Boston Medical Center (BMC),"Boston, MA 02118 (South Boston area)",Boston Medical Center Health System is a $2.6B integrated health system devoted to the proposition that every person regardless of their social or economic...
627,"Data Scientist, Business Intelligence",Rapid7,"Boston, MA 02116 (South End area)","Experience using R, Python, and SQL to manipulate data and draw insights from large, diverse data sets. Must be a fast learner with high attention to detail and..."
628,Data Scientist - Telecom,DataRobot,"Boston, MA 02109 (Central area)",Strong understanding of applied statistics and data mining/munging techniques. Experience with machine learning techniques....
629,RA/Scientist/Sr. Scientist:Cell Line Development (Multiple Positions),"QLB Biotherapeutics, Inc.","Boston, MA 02135","We are looking for a Research Associate, Scientists or Sr. He/she will play key role in establishing high producing cell line to manufacture therapeutic..."
630,ASSOCIATE SCIENTIST (Canton00095),Fresenius Kabi,"Boston, MA",Provide project support to Scientist and Lead Scientist. Assists Scientist / Lead Scientist with test method validations and special projects....
631,ASSOCIATE SCIENTIST (Canton00095),Fresenius Kabi,"Boston, MA",Provide project support to Scientist and Lead Scientist. Assists Scientist / Lead Scientist with test method validations and special projects....
632,100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics,CyberCoders,"Boston, MA 02108 (Back Bay-Beacon Hill area)","100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics. Software Data Analyst. If you are a Data Scientist with Healthcare Claims experience, please read..."
633,Bioinformatician,"DermBiont, Inc","Boston, MA 02111 (Central area)","Support clinical trial planning and execution on data entry, data structure, and data management. Strong skills in data visualization...."
634,Senior Scientist - Data Reviewer - Empower - GMP,PPD,"Boston, MA",Data entry and various administrative functions for laboratory data systems. Review and reporting of instrument qualification data in a cGMP environment....
635,Sensor and Measurement Scientist,Nortek,"Boston, MA",The Sensor and Data Scientist or Engineer will work to understand and characterize the rapidly evolving world of orientation and movement sensors....
636,Computer Scientist,Federal Bureau of Investigation,"Boston, MA","Assist in the development and use of basic computing environments for analysis of digital data. Use, troubleshoot and modify existing tools and methods to..."
637,"Scientist, Advanced Cellular Models","Akouos, Inc","Boston, MA 02111 (Central area)","Write, prepare and present technical data. Experience in designing and executing experiments as well as analyzing data and presenting to others...."
638,Data Scientist - Summer Intern - University Students,McKinsey & Company,"Boston, MA","You will perform statistical data analyses, data mining and optimizations using multiple tools and techniques to get insights from large complex data sets...."
639,"Data Scientist, Business Intelligence",Rapid7,"Boston, MA 02116 (South End area)","Working in tandem with our BI Analysts & Operations teams, this data scientist will provide advanced analytics, data, and reporting support to help enhance..."
640,"Machine Learning / High Performance Computing, Office of the CTO",VMware,"Boston, MA",We are an engineering team within the VMware Office of the CTO focusing on new and emerging workloads. Our primary interests are Machine Learning (ML) and...
641,"Data Scientist, Fidelity Institutional",Fidelity Investments,"Boston, MA 02212 (Central area)",2+ years of industry experience as a data scientist. Fidelity Institutional’s Investment and Technology Solutions group is seeking a hands-on experienced data...
642,DATA SCIENTIST/ 40 HOURS/ DAYS/ BWH SLEEP MEDICINE,Brigham & Women's Hospital(BWH),"Boston, MA","<U+F0A7> Advanced knowledge of data analysis, data management, clinical research, epidemiology, and biostatistics. The Data Scientist will be responsible for ensuring..."
643,Data Scientist - multiple openings,"PowerAdvocate, Inc","Boston, MA","Can guide the team through effective approaches to data extraction, data auditing, and exploratory data analyses...."
644,"Jr. Data Engineer, 40hpw, BWH Cardiovascular Innovation",Brigham & Women's Hospital(BWH),"Boston, MA","They will work closely with data scientists who are actively developing artificial intelligence models from this data, and ensure the data is present in a..."
645,Machine Learning Engineer,Spotify,"Boston, MA","You preferably have experience with data pipeline tools like Apache Beam or even our open source API for it, Scio and cloud platforms like GCP or AWS...."
646,Senior Data Scientist,Toast,"Boston, MA 02115 (Fenway-Kenmore area)","As a senior data scientist, you will partner with product managers, software engineers and fellow data scientists as a critical contributor to the development..."
647,"Research Scientist, Human-Computer Interaction",Spotify,"Boston, MA",Our Research Scientists are part of Spotify’s Personalization organization. We are looking for Research Scientists to join the Personalization research group...
648,RA/Scientist/Sr. Scientist:Cell Line Development (Multiple Positions),"QLB Biotherapeutics, Inc.","Boston, MA 02135","We are looking for a Research Associate, Scientists or Sr. Scientist with solid hands-on experience in cellular biology and protein chromatograph...."
649,Data Scientist,Cengage,"Boston, MA","Strong data communication skills. The data scientist advises on what data to collect and analyses data collected about content (assessment, narrative, media,..."
650,Bioinformatician,"DermBiont, Inc","Boston, MA 02111 (Central area)","Support clinical trial planning and execution on data entry, data structure, and data management. Strong skills in data visualization...."
651,"Scientist, Advanced Cellular Models","Akouos, Inc","Boston, MA 02111 (Central area)",PhD in a related field with 3-5+ years of relevant experience or MS in a related field and 10-12+ years of relevant biotech experience....
652,ASSOCIATE SCIENTIST (Canton00095),Fresenius Kabi,"Boston, MA",Provide project support to Scientist and Lead Scientist. Assists Scientist / Lead Scientist with test method validations and special projects....
653,100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics,CyberCoders,"Boston, MA 02108 (Back Bay-Beacon Hill area)",5+ years in Data Analytics / Data Science position in Healthcare settings. 100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics....
654,RA/Scientist/Sr. Scientist:Cell Line Development (Multiple Positions),"QLB Biotherapeutics, Inc.","Boston, MA 02135","We are looking for a Research Associate, Scientists or Sr. He/she will play key role in establishing high producing cell line to manufacture therapeutic..."
655,Sensor and Measurement Scientist,Nortek,"Boston, MA","You will work in an office of energetic, technically proficient engineers and scientists, passionately helping each other excel every day...."
656,Maritime Scientist,CargoMetrics,"Boston, MA","Most scientists tend to have advanced degrees in physics, electrical engineering or computer sciences. This position will be responsible for, but not limited to..."
657,Data Scientist,Cengage,"Boston, MA","Machine-learning, data mining/predictive analytics, A|B and multi-variate testing, Natural language processing/text mining...."
658,Data Scientist,Adobe,"Boston, MA","Excellent u nderstanding of statistical modeling, machine learning, or data mining concepts, and a record of solving problems with these methods...."
659,"Data Scientist, Natural Language Processing",UnitedHealth Group,"Boston, MA 02298 (Central area)",Experience with presenting complex data science processes / information to non-data scientists. Health care is transforming and we’re innovating to help make...
660,Data Scientist,Shift Technology,"Boston, MA","You have a master’s degree or PhD in either Mathematics, Statistics, Computer Science, Operations Research (a knowledge in machine learning and/or Big Data is a..."
661,Data Scientist,Wellframe,"Boston, MA","A deep understanding of machine learning fundamentals:. You will work alongside healthcare domain experts to uncover novel insights from raw data, and train..."
662,Data Scientist,"Amazon.com Services, Inc.","Boston, MA",Experience working with data visualization tools and creating data visualization concepts. Bridge the Degree of uncertainty in both problem definition and data...
663,Data Scientist - Summer Intern - University Students,McKinsey & Company,"Boston, MA","You will perform statistical data analyses, data mining and optimizations using multiple tools and techniques to get insights from large complex data sets...."
664,DATA SCIENTIST/ 40 HOURS/ DAYS/ BWH SLEEP MEDICINE,Brigham & Women's Hospital(BWH),"Boston, MA","The Data Scientist will work with other team members, including data managers, informaticians, geneticists, biostatisticians, epidemiologists, and project..."
665,Data Scientist,Celect,"Boston, MA 02111 (Central area)",You will collaborate with a talented and agile team of engineers and data scientists building the next generation of retail optimization based on machine...
666,Senior Scientist - Data Reviewer - Empower - GMP,PPD,"Boston, MA","Grow your career within the scientific ladder, pursue project management, or develop into a leader. Data entry and various administrative functions for..."
667,Computer Scientist,Federal Bureau of Investigation,"Boston, MA",*_Must use the Mozilla Firefox web browser when applying to FBIJobs.gov job openings and Talent Networks.....
668,Data Scientist,Cengage,"Boston, MA","Machine-learning, data mining/predictive analytics, A|B and multi-variate testing, Natural language processing/text mining...."
669,Bioinformatician,"DermBiont, Inc","Boston, MA 02111 (Central area)","Support clinical trial planning and execution on data entry, data structure, and data management. Strong skills in data visualization...."
670,Computer Scientist,Federal Bureau of Investigation,"Boston, MA",*_Must use the Mozilla Firefox web browser when applying to FBIJobs.gov job openings and Talent Networks.....
671,ASSOCIATE SCIENTIST (Canton00095),Fresenius Kabi,"Boston, MA",Provide project support to Scientist and Lead Scientist. Assists Scientist / Lead Scientist with test method validations and special projects....
672,100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics,CyberCoders,"Boston, MA 02108 (Back Bay-Beacon Hill area)",5+ years in Data Analytics / Data Science position in Healthcare settings. 100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics....
673,RA/Scientist/Sr. Scientist:Cell Line Development (Multiple Positions),"QLB Biotherapeutics, Inc.","Boston, MA 02135","We are looking for a Research Associate, Scientists or Sr. He/she will play key role in establishing high producing cell line to manufacture therapeutic..."
674,Sensor and Measurement Scientist,Nortek,"Boston, MA","You will work in an office of energetic, technically proficient engineers and scientists, passionately helping each other excel every day...."
675,Quantitative Marketing Analyst,Wayfair,"Boston, MA 02116 (South End area)","Manage and optimize a multimillion dollar budget to meet ROI and growth goals. Analyze campaign performance, identify trends, and create opportunities for..."
676,"Research Scientist, Human-Computer Interaction",Spotify,"Boston, MA",You will apply your scientific knowledge and research skills to design studies into people’s reactions to Machine Learning-based interactions....
677,Computer Scientist,Federal Bureau of Investigation,"Boston, MA",*_Must use the Mozilla Firefox web browser when applying to FBIJobs.gov job openings and Talent Networks.....
678,Juñior Data Scientist,PIÑATA SCIENCES,"Boston, MA",Pinata Scienes is looking for an up and coming Data Scientist. Experience with machine learning techniques....
679,Señior Data Scientist,PIÑATA SCIENCES,"Boston, MA",Pinata Scienes is looking for an experienced Data Scientist. Experience with machine learning techniques. This energetic data scientist will be responsible for...
680,Machine Learning Innovation Fellow,Partners HealthCare(PHS),"Boston, MA","Train machine learning models using clinical data to improve healthcare. Machine learning is on the verge of transforming healthcare, and the MGH & BWH Center..."
681,Customer Facing Data Scientist - Telecom,DataRobot,"Boston, MA 02109 (Central area)",Customer Facing Data Scientists (CFDSs) are critical to making our customers successful. An ideal CFDS candidate should have strong fundamentals of applied data...
682,"VP, Data Analytics and Insights - Data Scientist Experience, Strategy",Fidelity Investments,"Boston, MA 02212 (Central area)","Machine Learning, Advanced Statistical Analysis & Modeling, Deep Learning, Causal Inference & Program Evaluation, Reinforcement Learning, Behavioral Economics,..."
683,Machine Learning Innovation Fellow,MGH & BWH Center for Clinical Data Science,"Boston, MA","Machine learning is on the verge of transforming healthcare, and the MGH & BWH Center for Clinical Data Science (CCDS) is at the forefront of this revolution...."
684,DATA SCIENTIST/ 40 HOURS/ DAYS/ BWH SLEEP MEDICINE,Brigham & Women's Hospital(BWH),"Boston, MA","The Data Scientist will work with other team members, including data managers, informaticians, geneticists, biostatisticians, epidemiologists, and project..."
685,Senior Scientist - Data Reviewer - Empower - GMP,PPD,"Boston, MA","Grow your career within the scientific ladder, pursue project management, or develop into a leader. Data entry and various administrative functions for..."
686,"Scientist, Advanced Cellular Models","Akouos, Inc","Boston, MA 02111 (Central area)",PhD in a related field with 3-5+ years of relevant experience or MS in a related field and 10-12+ years of relevant biotech experience....
687,Data Scientist,Cengage,"Boston, MA","Machine-learning, data mining/predictive analytics, A|B and multi-variate testing, Natural language processing/text mining...."
688,Data Scientist/ Business Intelligence Engineer,Homesite Insurance,"Boston, MA 02111 (Central area)","Apply Statistical and Machine Learning methods to specific business problems and data. Ensure data quality throughout all stages of acquisition and processing,..."
689,Quantitative Analyst - Solutions Research,Invesco,"Boston, MA 02110 (Central area)","Excellent programming skills in Python, R or Matlab. The Quantitative Analyst is responsible for conducting quantitative research and analysis within the multi..."
690,Data Scientist - Telecom,DataRobot,"Boston, MA 02109 (Central area)",Strong understanding of applied statistics and data mining/munging techniques. Experience with machine learning techniques....
691,Senior Data Scientist / Machine Learning,Nift,"Boston, MA 02199 (Back Bay-Beacon Hill area)","Lead and guide data engineers in comparing the performance of different machine learning methods, such as kernel methods, XGBoost, regularized regression, and..."
692,"Data Scientist, Fidelity Institutional",Fidelity Investments,"Boston, MA 02212 (Central area)",2+ years of industry experience as a data scientist. Fidelity Institutional’s Investment and Technology Solutions group is seeking a hands-on experienced data...
693,Data Scientist,Homesite Insurance,"Boston, MA 02111 (Central area)","Master’s degree or higher in Statistics, Machine Learning, Computer Science, Applied Mathematics, Physics or other quantitative discipline...."
694,Machine Learning CCDS Intern,Partners HealthCare(PHS),"Boston, MA",Train machine learning models using clinical data to improve healthcare. Interface with physicians to help answer important clinical questions based on medical...
695,Data Scientist,Invitae,"Boston, MA","As a Data Scientist (Experience) at Invitae, you'll turn data into insights and get a deep understanding of customers and patients to impact our strategy and..."
696,Senior Data Scientist / Machine Learning,Nift Networks,"Boston, MA","Lead and guide data engineers in comparing the performance of different machine learning methods, such as kernel methods, XGBoost, regularized regression, and..."
697,Data Engineer,Harvard University,"Boston, MA",Ability to work with scientists and researchers in order to understand the data structures. We seek an individual to work on our multidisciplinary team of data...
698,Senior Scientist - Data Reviewer - Empower - GMP,PPD,"Boston, MA","Grow your career within the scientific ladder, pursue project management, or develop into a leader. Data entry and various administrative functions for..."
699,Computer Scientist,Federal Bureau of Investigation,"Boston, MA",*_Must use the Mozilla Firefox web browser when applying to FBIJobs.gov job openings and Talent Networks.....
700,RA/Scientist/Sr. Scientist:Cell Line Development (Multiple Positions),"QLB Biotherapeutics, Inc.","Boston, MA 02135","We are looking for a Research Associate, Scientists or Sr. He/she will play key role in establishing high producing cell line to manufacture therapeutic..."
701,Sensor and Measurement Scientist,Nortek,"Boston, MA","You will work in an office of energetic, technically proficient engineers and scientists, passionately helping each other excel every day...."
702,Bioinformatician,"DermBiont, Inc","Boston, MA 02111 (Central area)","Support clinical trial planning and execution on data entry, data structure, and data management. Strong skills in data visualization...."
703,"Scientist, Advanced Cellular Models","Akouos, Inc","Boston, MA 02111 (Central area)",PhD in a related field with 3-5+ years of relevant experience or MS in a related field and 10-12+ years of relevant biotech experience....
704,ASSOCIATE SCIENTIST (Canton00095),Fresenius Kabi,"Boston, MA",Provide project support to Scientist and Lead Scientist. Assists Scientist / Lead Scientist with test method validations and special projects....
705,100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics,CyberCoders,"Boston, MA 02108 (Back Bay-Beacon Hill area)",5+ years in Data Analytics / Data Science position in Healthcare settings. 100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics....
706,Data Scientist,Cengage,"Boston, MA","Machine-learning, data mining/predictive analytics, A|B and multi-variate testing, Natural language processing/text mining...."
707,Data Scientist,Cengage,"Boston, MA","Machine-learning, data mining/predictive analytics, A|B and multi-variate testing, Natural language processing/text mining...."
708,Senior Data Scientist,"Amazon Web Services, Inc.","Boston, MA",You will have the opportunity to dive deep into the vast data generated and applying current data analysis methods to produce insights that will improve...
709,Computer Scientist,Federal Bureau of Investigation,"Boston, MA",*_Must use the Mozilla Firefox web browser when applying to FBIJobs.gov job openings and Talent Networks.....
710,"Research Analyst, Economist/Data Scientist, Global Asset Allocation",Fidelity Investments,"Boston, MA 02212 (Central area)",Proficiency with cross-sectional and panel data econometrics and machine learning methods for economics/finance....
711,Principal Data Scientist,Attivio,"Boston, MA",We are seeking an experienced data scientist who is passionate about data science and machine learning to join a growing team....
712,Data Scientist - Computer Vision,SFL Scientific,"Boston, MA","SFL Scientific is a US-based data science consulting firm, providing a broad range of services and solutions in data engineering, big data, machine learning,..."
713,Data Engineer,MassMutual,"Boston, MA",Work closely with highly skilled data scientists to analyze and develop predictive data products that advance and transform MassMutual's business....
714,"Data Scientist, Advanced Analytics",Vertex Pharmaceuticals,"Boston, MA 02114 (Back Bay-Beacon Hill area)","Data Scientist, Advanced Analytics. Domain knowledge of clinical data, real-world data (EMR, claims) or life sciences-related research data...."
715,Senior Data Scientist - Operations,McKinsey & Company,"Boston, MA","8+ years of deep technical experience in predictive analytics, deep learning, machine learning, and optimization in an Operations related field, ex...."
716,Principal Data Scientist,Humana,"Boston, MA 02109 (Central area)",The Principal Data Scientist will collaborate with key business leaders to understand business problems and formulate analytical solutions for problem solving...
717,"VP, Data Analytics and Insights - Data Scientist Experience, Strategy",Fidelity Investments,"Boston, MA 02212 (Central area)","Machine Learning, Advanced Statistical Analysis & Modeling, Deep Learning, Causal Inference & Program Evaluation, Reinforcement Learning, Behavioral Economics,..."
718,Senior Scientist - Data Reviewer - Empower - GMP,PPD,"Boston, MA","Grow your career within the scientific ladder, pursue project management, or develop into a leader. Data entry and various administrative functions for..."
719,Computer Scientist,Federal Bureau of Investigation,"Boston, MA",*_Must use the Mozilla Firefox web browser when applying to FBIJobs.gov job openings and Talent Networks.....
720,Sensor and Measurement Scientist,Nortek,"Boston, MA","You will work in an office of energetic, technically proficient engineers and scientists, passionately helping each other excel every day...."
721,Bioinformatician,"DermBiont, Inc","Boston, MA 02111 (Central area)","Support clinical trial planning and execution on data entry, data structure, and data management. Strong skills in data visualization...."
722,"Scientist, Advanced Cellular Models","Akouos, Inc","Boston, MA 02111 (Central area)",PhD in a related field with 3-5+ years of relevant experience or MS in a related field and 10-12+ years of relevant biotech experience....
723,100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics,CyberCoders,"Boston, MA 02108 (Back Bay-Beacon Hill area)",5+ years in Data Analytics / Data Science position in Healthcare settings. 100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics....
724,RA/Scientist/Sr. Scientist:Cell Line Development (Multiple Positions),"QLB Biotherapeutics, Inc.","Boston, MA 02135","We are looking for a Research Associate, Scientists or Sr. He/she will play key role in establishing high producing cell line to manufacture therapeutic..."
725,ASSOCIATE SCIENTIST (Canton00095),Fresenius Kabi,"Boston, MA",Provide project support to Scientist and Lead Scientist. Assists Scientist / Lead Scientist with test method validations and special projects....
726,Senior Data Scientist,Circle,"Boston, MA","Lead the company in best practices for data and analytics. Drive analytics projects across Circle teams, from planning and data collection to presentation and..."
727,Senior Data Scientist for Business Analytics,Akili Interactive,"Boston, MA",Senior Data Scientist for Business Analytics. Akili is seeking an inquisitive and insightful Senior Data Scientist for Business Analytics....
728,Data Scientist,Klaviyo,"Boston, MA",We use a wide variety of data mining and machine learning algorithms. Klaviyo is looking for data scientists to analyze large data sets (we’re collecting...
729,Graduate Data Scientist/Engineer,Quantexa,"Boston, MA","Work as part of our team of expert software developers and data scientists; Coding experience in Python, Java, Scala, R, SQL, SAS or similar technologies;..."
730,Senior biosensing research scientist,Bose,"Boston, MA","Principle investigator for novel bio-sensing systems, data analytics, and prototype data collection platforms for sleep and health applications...."
731,Pricing Data Scientist,Indigo,"Boston, MA",Pricing/Risk Data Scientist. We are looking for an experienced data scientist with a quantitative financial and business analytics background....
732,Bioinformatician,"DermBiont, Inc","Boston, MA 02111 (Central area)","Support clinical trial planning and execution on data entry, data structure, and data management. Strong skills in data visualization...."
733,Lead Data Scientist,Humana,"Boston, MA 02109 (Central area)","Using machine learning and data mining techniques to understand the patterns in large volumes of data, identify relationships, detect data anomalies, and..."
734,Statistical Researcher/Scientist,AIR,"Boston, MA",Working with insurance claim data; Testing accuracy of new methodologies by writing code in R or C++. Verisk Analytics is an equal opportunity employer....
735,"Data Scientist, GeoAnalytics",Indigo,"Boston, MA","Data Scientist, GeoAnalytics. As a Geoanalytics Data Scientist on our GeoInnovation team, you will use your GIS and database expertise to help curate, grow and..."
736,Senior Scientist - Data Reviewer - Empower - GMP,PPD,"Boston, MA","Grow your career within the scientific ladder, pursue project management, or develop into a leader. Data entry and various administrative functions for..."
737,Computer Scientist,Federal Bureau of Investigation,"Boston, MA",*_Must use the Mozilla Firefox web browser when applying to FBIJobs.gov job openings and Talent Networks.....
738,RA/Scientist/Sr. Scientist:Cell Line Development (Multiple Positions),"QLB Biotherapeutics, Inc.","Boston, MA 02135","We are looking for a Research Associate, Scientists or Sr. He/she will play key role in establishing high producing cell line to manufacture therapeutic..."
739,Sensor and Measurement Scientist,Nortek,"Boston, MA","You will work in an office of energetic, technically proficient engineers and scientists, passionately helping each other excel every day...."
740,Bioinformatician,"DermBiont, Inc","Boston, MA 02111 (Central area)","Support clinical trial planning and execution on data entry, data structure, and data management. Strong skills in data visualization...."
741,"Scientist, Advanced Cellular Models","Akouos, Inc","Boston, MA 02111 (Central area)",PhD in a related field with 3-5+ years of relevant experience or MS in a related field and 10-12+ years of relevant biotech experience....
742,ASSOCIATE SCIENTIST (Canton00095),Fresenius Kabi,"Boston, MA",Provide project support to Scientist and Lead Scientist. Assists Scientist / Lead Scientist with test method validations and special projects....
743,100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics,CyberCoders,"Boston, MA 02108 (Back Bay-Beacon Hill area)",5+ years in Data Analytics / Data Science position in Healthcare settings. 100% REMOTE Data Scientist- Healthcare Claims/Pharmaceutics....
744,Data Scientist,Cengage,"Boston, MA","Machine-learning, data mining/predictive analytics, A|B and multi-variate testing, Natural language processing/text mining...."
